Date,High,Low,"Open	",Close,Volume,Adj Close
2/3/2020,27.67,26.74,26.93,27.16,7631900,27.059999
2/4/2020,28.610001,27.549999,27.68,28.43,10832900,28.43
2/5/2020,29.24,28.549999,28.959999,29.1,8959700,29.1
2/6/2020,29.450001,28.139999,29.26,28.299999,8335800,28.299999
2/7/2020,28.549999,27.780001,28.059999,28.379999,6231800,28.379999
2/10/2020,28.809999,27.98,28.190001,28.790001,15134300,28.790001
2/11/2020,29.940001,28.969999,29.059999,29.84,8977700,29.84
2/12/2020,30.780001,29.99,30,30.469999,9315400,30.469999
2/13/2020,30.4,29.73,30.030001,30.09,9119400,30.09
2/14/2020,30.27,29.139999,30.01,29.200001,5524800,29.200001
2/18/2020,29.35,28.49,29.040001,28.629999,10485100,28.629999
2/19/2020,28.879999,28.309999,28.84,28.33,8400700,28.33
2/20/2020,28.9,28.200001,28.24,28.51,10093400,28.51
2/21/2020,28.299999,27.17,28.120001,27.82,11253600,27.82
2/24/2020,26.110001,25,25.98,25.450001,21713200,25.450001
2/25/2020,25.75,23.049999,25.620001,23.120001,22296900,23.120001
2/26/2020,23.75,22.110001,23.57,22.309999,19610300,22.309999
2/27/2020,22.48,19.77,20.85,20.6,31897300,20.6
2/28/2020,20.35,18.77,19.799999,19.049999,37166400,19.049999
3/2/2020,19.059999,17.51,19.049999,18.860001,38738000,18.860001
3/3/2020,19.790001,17.799999,19.66,17.85,35402500,17.85
3/4/2020,18.549999,17.299999,18.360001,18.530001,44362100,18.530001
3/5/2020,17.65,15.98,17.540001,16.040001,44656800,16.040001
3/6/2020,17.120001,14.8,15.02,15.97,54505000,15.97
3/9/2020,15.79,14.46,14.87,14.75,42558000,14.75
3/10/2020,17.67,14.61,15.82,17,56972700,17
3/11/2020,16.49,15.52,16.309999,16.26,43705800,16.26
3/12/2020,15.75,13.33,14.05,13.45,53968500,13.45
3/13/2020,15.6,13.12,15.3,14.31,58376100,14.31
3/16/2020,16.200001,12,12.41,15.92,84916800,15.92
3/17/2020,18.49,14.79,15.79,15.58,58055800,15.58
3/18/2020,14.28,10.17,14.24,11.65,78458800,11.65
3/19/2020,12.16,10.01,11.6,10.29,71584500,10.29
3/20/2020,12,10.3,10.65,10.38,62681800,10.38
3/23/2020,11.36,10.01,10.9,10.25,56427300,10.25
3/24/2020,14.81,11.54,11.96,13.92,101553100,13.92
3/25/2020,16.99,14.31,16.690001,15.39,93795100,15.39
3/26/2020,17.24,15.16,16.059999,15.66,77530600,15.66
3/27/2020,15.22,13.91,14.98,14.04,50783500,14.04
3/30/2020,13.22,11.81,13.2,12.25,50516800,12.25
